data;Tem_max;Tem_min;Chuva;Ano;Meses
01/01/1980;25;11;0;1980;1
02/01/1980;28,2;12,1;0;1980;1
03/01/1980;30,5;14,8;0;1980;1
04/01/1980;31,9;18,7;0;1980;1
05/01/1980;31,8;18,1;0;1980;1
06/01/1980;30,2;18,2;0;1980;1
07/01/1980;29,8;21,1;0;1980;1
08/01/1980;28,2;21,4;5,9;1980;1
09/01/1980;32;19,1;0;1980;1
10/01/1980;32,7;20,1;0;1980;1
11/01/1980;31,9;17,5;0;1980;1
12/01/1980;32,9;17,7;0;1980;1
13/01/1980;31,7;20,1;0;1980;1
14/01/1980;31,1;19,2;0;1980;1
15/01/1980;31,7;20,7;0;1980;1
16/01/1980;32,7;20,6;0;1980;1
17/01/1980;33,6;20,4;0;1980;1
18/01/1980;31,7;18,7;15,3;1980;1
19/01/1980;32,5;20,5;0;1980;1
20/01/1980;30,1;20,2;3,4;1980;1
21/01/1980;32,5;18,6;8,4;1980;1
22/01/1980;34,4;21,5;0;1980;1
23/01/1980;33,5;22,5;0;1980;1
24/01/1980;31,8;22;0,1;1980;1
25/01/1980;29,2;20,3;8,8;1980;1
26/01/1980;31,7;18,8;0;1980;1
27/01/1980;31;20,7;0;1980;1
28/01/1980;27,8;20,6;7;1980;1
29/01/1980;32,3;20,9;1,2;1980;1
30/01/1980;27,7;21,5;37,8;1980;1
31/01/1980;30,3;20,6;0;1980;1
01/02/1980;31,6;20;4,2;1980;2
02/02/1980;32,5;20,1;0;1980;2
03/02/1980;32;20,9;0;1980;2
04/02/1980;32,6;19,9;0;1980;2
05/02/1980;33,4;19,5;0;1980;2
06/02/1980;31,5;20,1;12,5;1980;2
07/02/1980;29,9;21,1;1,6;1980;2
08/02/1980;31,8;18,7;22;1980;2
09/02/1980;32,3;22,3;0;1980;2
10/02/1980;28,5;21,6;7;1980;2
11/02/1980;28,3;21,1;10,9;1980;2
12/02/1980;33,4;21,2;0;1980;2
13/02/1980;32,1;20,7;0;1980;2
14/02/1980;32,1;21,2;0,1;1980;2
15/02/1980;30,4;20,7;0;1980;2
16/02/1980;29,6;19,6;0;1980;2
17/02/1980;32,3;19,9;0;1980;2
18/02/1980;31,1;18,2;8;1980;2
19/02/1980;31,9;19,5;0;1980;2
20/02/1980;30,7;17,6;0,2;1980;2
21/02/1980;31,8;20,4;0;1980;2
22/02/1980;30,4;19,7;0;1980;2
23/02/1980;30,7;20,4;20;1980;2
24/02/1980;30,3;21,8;1,7;1980;2
25/02/1980;27,7;21,5;7,7;1980;2
26/02/1980;25,3;21,1;0,4;1980;2
27/02/1980;28;20,9;9,5;1980;2
28/02/1980;28,6;21;9,8;1980;2
29/02/1980;29,6;20,4;15,3;1980;2
01/03/1980;30,9;21,9;0,7;1980;3
02/03/1980;32,3;20;12,8;1980;3
03/03/1980;32,6;19,5;1,8;1980;3
04/03/1980;30,9;18,8;11,8;1980;3
05/03/1980;31,7;19,5;0;1980;3
06/03/1980;31,5;19,2;3,2;1980;3
07/03/1980;32,8;20,6;0;1980;3
08/03/1980;32,6;19,5;0,2;1980;3
09/03/1980;33,7;20,7;0;1980;3
10/03/1980;33,7;21,6;0,1;1980;3
11/03/1980;34,9;21,6;0;1980;3
12/03/1980;33,5;20,8;3,5;1980;3
13/03/1980;29,4;21,7;0;1980;3
14/03/1980;30,3;20,7;3;1980;3
15/03/1980;29,7;18,9;0;1980;3
16/03/1980;29,7;18,7;0;1980;3
17/03/1980;30,5;17,8;0;1980;3
18/03/1980;31,9;17,9;0;1980;3
19/03/1980;34,2;20,4;1,1;1980;3
20/03/1980;34,7;22,1;0,1;1980;3
21/03/1980;34,9;19,3;0;1980;3
22/03/1980;35,1;21,1;0,1;1980;3
23/03/1980;35,6;20;0;1980;3
24/03/1980;34,7;21,6;4,5;1980;3
25/03/1980;34,7;19,2;6,9;1980;3
26/03/1980;35,1;22,3;0;1980;3
27/03/1980;34,3;19,7;0;1980;3
28/03/1980;31,7;22,2;0;1980;3
29/03/1980;30,5;20,1;12,6;1980;3
30/03/1980;32;19,5;1,5;1980;3
31/03/1980;31,7;19,6;0;1980;3
01/04/1980;30,3;20,4;0;1980;4
02/04/1980;24,5;19,9;0,4;1980;4
03/04/1980;29,2;20,7;0,1;1980;4
04/04/1980;23,2;18,3;21,4;1980;4
05/04/1980;28,8;17,8;0,1;1980;4
06/04/1980;31;17,6;0;1980;4
07/04/1980;29,5;18,1;0;1980;4
08/04/1980;29,2;19,7;0;1980;4
09/04/1980;28,7;20,7;0;1980;4
10/04/1980;32,3;21,8;2,2;1980;4
11/04/1980;32,6;21,9;0;1980;4
12/04/1980;32,3;22,1;0,8;1980;4
13/04/1980;26,4;20,4;1,2;1980;4
14/04/1980;22,5;18;12,9;1980;4
15/04/1980;23,6;14,1;0,2;1980;4
16/04/1980;26,7;15,2;0;1980;4
17/04/1980;28;18;0;1980;4
18/04/1980;32,1;20,1;0;1980;4
19/04/1980;33,2;20,5;0;1980;4
20/04/1980;32,5;20,5;0;1980;4
21/04/1980;31,7;18,2;0;1980;4
22/04/1980;32,7;18,3;0;1980;4
23/04/1980;33;19;0;1980;4
24/04/1980;32,3;19,7;0;1980;4
25/04/1980;31;19,1;0;1980;4
26/04/1980;29,9;16,7;0;1980;4
27/04/1980;31,3;17,7;0;1980;4
28/04/1980;31,4;16,9;0;1980;4
29/04/1980;32,6;17,9;0;1980;4
30/04/1980;32,4;17,9;0;1980;4
01/05/1980;24,6;15;0,6;1980;5
02/05/1980;20,3;12,2;0;1980;5
03/05/1980;21,9;10,2;0;1980;5
04/05/1980;23,5;5,6;0;1980;5
05/05/1980;28,1;15,7;0;1980;5
06/05/1980;32,1;16,7;0;1980;5
07/05/1980;32,5;15,3;0;1980;5
08/05/1980;32,7;19;0;1980;5
09/05/1980;33,7;18,5;1;1980;5
10/05/1980;25,8;17,6;8,4;1980;5
11/05/1980;30,3;16,3;19,7;1980;5
12/05/1980;30,6;16,4;0;1980;5
13/05/1980;30,7;19;0;1980;5
14/05/1980;29,7;17,8;0;1980;5
15/05/1980;30;17,2;0;1980;5
16/05/1980;29,7;16,7;0;1980;5
17/05/1980;28,1;17,9;0;1980;5
18/05/1980;29,9;18,4;0;1980;5
19/05/1980;32,3;18,2;0;1980;5
20/05/1980;22,9;18,5;19,8;1980;5
21/05/1980;19,6;17;114,7;1980;5
22/05/1980;24,3;15,9;22,6;1980;5
23/05/1980;24,7;11,9;0;1980;5
24/05/1980;28,2;15,4;0;1980;5
25/05/1980;28,4;16,4;0;1980;5
26/05/1980;28,2;17,6;0;1980;5
27/05/1980;29,5;17,8;0;1980;5
28/05/1980;29,5;15,2;0;1980;5
29/05/1980;29,7;19,8;0;1980;5
30/05/1980;29,9;18,4;19,7;1980;5
31/05/1980;29,2;18,5;0;1980;5
01/06/1980;23,7;16,1;0;1980;6
02/06/1980;23,7;16,8;6,6;1980;6
03/06/1980;20,6;13,2;0;1980;6
04/06/1980;19,4;5,6;0;1980;6
05/06/1980;23,6;5,8;0;1980;6
06/06/1980;26,4;12,3;0;1980;6
07/06/1980;28,7;14,1;0;1980;6
08/06/1980;27,8;14,9;0;1980;6
09/06/1980;29,3;14,9;0;1980;6
10/06/1980;28,5;13,3;0;1980;6
11/06/1980;28,6;14;0;1980;6
12/06/1980;27,5;12,1;0;1980;6
13/06/1980;19,2;11,6;1,4;1980;6
14/06/1980;16;5,2;6,8;1980;6
15/06/1980;20,8;4,4;0;1980;6
16/06/1980;24,3;10,2;0;1980;6
17/06/1980;27,4;12,8;0;1980;6
18/06/1980;27,2;15,3;0;1980;6
19/06/1980;22,7;13,5;0;1980;6
20/06/1980;22,7;14,7;0;1980;6
21/06/1980;20,2;14,7;0,1;1980;6
22/06/1980;22,5;9,7;0;1980;6
23/06/1980;20;13;0;1980;6
24/06/1980;26,5;13,5;0;1980;6
25/06/1980;22,6;15,5;8,1;1980;6
26/06/1980;16;8,6;7,3;1980;6
27/06/1980;17,3;0,9;0;1980;6
28/06/1980;24,3;9,7;0;1980;6
29/06/1980;30,3;9,7;0;1980;6
30/06/1980;28,7;16,6;0;1980;6
01/07/1980;22;12,3;4,3;1980;7
02/07/1980;12,3;8,5;1,5;1980;7
03/07/1980;15;5,3;0;1980;7
04/07/1980;24,4;8,8;0;1980;7
05/07/1980;22,9;9,9;0;1980;7
06/07/1980;26;12,9;0;1980;7
07/07/1980;28,3;14,4;0;1980;7
08/07/1980;30;15,9;0;1980;7
09/07/1980;22,4;13,2;0,2;1980;7
10/07/1980;18,3;11,9;0,2;1980;7
11/07/1980;25,3;12,5;0;1980;7
12/07/1980;27,8;15,4;0;1980;7
13/07/1980;30,3;13,5;0;1980;7
14/07/1980;27;16,9;0;1980;7
15/07/1980;20,2;6,7;0;1980;7
16/07/1980;24,6;7,3;0;1980;7
17/07/1980;29,8;14,3;0;1980;7
18/07/1980;32,1;16,1;0;1980;7
19/07/1980;32,5;17,1;0;1980;7
20/07/1980;32,1;14,9;0;1980;7
21/07/1980;28,3;16,5;0;1980;7
22/07/1980;28,7;15,8;0;1980;7
23/07/1980;29;14,3;0;1980;7
24/07/1980;27,9;15,6;0;1980;7
25/07/1980;32,9;15,2;0;1980;7
26/07/1980;31,2;15,4;0;1980;7
27/07/1980;23,8;15,7;0;1980;7
28/07/1980;33,5;15;0;1980;7
29/07/1980;32,6;17,5;0;1980;7
30/07/1980;25,5;9,9;5,3;1980;7
31/07/1980;19,6;2,9;0;1980;7
01/08/1980;19,9;5,6;0;1980;8
02/08/1980;27,1;10,2;0;1980;8
03/08/1980;30,6;16,1;0;1980;8
04/08/1980;31,3;14,2;0;1980;8
05/08/1980;26,6;14,3;0;1980;8
06/08/1980;23,3;10,1;13,6;1980;8
07/08/1980;28,6;9,6;0;1980;8
08/08/1980;28,5;9,7;0;1980;8
09/08/1980;22,8;14;0;1980;8
10/08/1980;24;15,2;11,2;1980;8
11/08/1980;24,7;16,9;15,2;1980;8
12/08/1980;26,3;15,1;0;1980;8
13/08/1980;28,9;13,5;0;1980;8
14/08/1980;25,7;15,7;7,9;1980;8
15/08/1980;29,4;15,3;0;1980;8
16/08/1980;31,2;17,1;0;1980;8
17/08/1980;33,7;18,5;0;1980;8
18/08/1980;33,6;18,3;0;1980;8
19/08/1980;34,6;18;0;1980;8
20/08/1980;32,1;18;0;1980;8
21/08/1980;33,3;18,5;0;1980;8
22/08/1980;29;17,1;0;1980;8
23/08/1980;23,9;12,1;0;1980;8
24/08/1980;31,2;15,3;0;1980;8
25/08/1980;31;14,1;0;1980;8
26/08/1980;21,7;13,1;0;1980;8
27/08/1980;20,1;9,7;0;1980;8
28/08/1980;24,7;13,1;0;1980;8
29/08/1980;28,5;14,7;0;1980;8
30/08/1980;32,2;17,5;0;1980;8
31/08/1980;32,5;20;0;1980;8
01/09/1980;33,3;19,5;0;1980;9
02/09/1980;34;18;0;1980;9
03/09/1980;26,4;15,7;0;1980;9
04/09/1980;26,8;13,6;0;1980;9
05/09/1980;26,8;6,7;0;1980;9
06/09/1980;28,7;10;0;1980;9
07/09/1980;32,1;13,5;0;1980;9
08/09/1980;33,5;20,7;0;1980;9
09/09/1980;26,8;13,1;0;1980;9
10/09/1980;26,3;9,9;0;1980;9
11/09/1980;25,1;14,4;0;1980;9
12/09/1980;28,4;17;0;1980;9
13/09/1980;21;17,9;0,3;1980;9
14/09/1980;19,1;16,7;24,8;1980;9
15/09/1980;19;10,8;83,8;1980;9
16/09/1980;15;4,8;5,6;1980;9
17/09/1980;15,4;3,8;0;1980;9
18/09/1980;19,7;10,8;1;1980;9
19/09/1980;27,5;16,5;1;1980;9
20/09/1980;21,8;16,6;2,6;1980;9
21/09/1980;25,3;17,8;34;1980;9
22/09/1980;23,5;11,5;3;1980;9
23/09/1980;24,3;9,7;0;1980;9
24/09/1980;27,5;11,3;0;1980;9
25/09/1980;28,7;14,2;0;1980;9
26/09/1980;26,2;13,9;0;1980;9
27/09/1980;25,4;12;0;1980;9
28/09/1980;18,6;11,7;21,7;1980;9
29/09/1980;27,3;10,8;0;1980;9
30/09/1980;33,4;17;0;1980;9
01/10/1980;34;20,5;0;1980;10
02/10/1980;35,4;19,3;0;1980;10
03/10/1980;33,7;19,9;0;1980;10
04/10/1980;28,2;17,9;0;1980;10
05/10/1980;23,3;15,3;0;1980;10
06/10/1980;27,5;12,3;0;1980;10
07/10/1980;24,7;12,5;0;1980;10
08/10/1980;25,7;15,1;0;1980;10
09/10/1980;28,1;19;0;1980;10
10/10/1980;25,9;17,5;0;1980;10
11/10/1980;20,4;16,4;8,1;1980;10
12/10/1980;26;15,9;45,9;1980;10
13/10/1980;28,3;16;0;1980;10
14/10/1980;29,1;15,2;0;1980;10
15/10/1980;29,4;15,1;0;1980;10
16/10/1980;31,5;15,8;0;1980;10
17/10/1980;36,3;19,1;0;1980;10
18/10/1980;34,8;18,9;0;1980;10
19/10/1980;34,2;18,7;5,6;1980;10
20/10/1980;36,7;20,9;0;1980;10
21/10/1980;36,2;23,5;0;1980;10
22/10/1980;36,4;23,6;0;1980;10
23/10/1980;32,5;21,1;1,1;1980;10
24/10/1980;28,6;20,1;22,4;1980;10
25/10/1980;34;20,5;0;1980;10
26/10/1980;37,9;23;0;1980;10
27/10/1980;38,2;22,5;0;1980;10
28/10/1980;35,3;21,2;0,9;1980;10
29/10/1980;34,9;18,3;10,4;1980;10
30/10/1980;24,2;18,4;2,5;1980;10
31/10/1980;26,6;16,7;0,5;1980;10
01/11/1980;29,7;13,1;0;1980;11
02/11/1980;30,9;17,4;0;1980;11
03/11/1980;35,1;19,3;0;1980;11
04/11/1980;28,7;20,1;1;1980;11
05/11/1980;31,7;19,3;42,4;1980;11
06/11/1980;31,8;20,3;0;1980;11
07/11/1980;30,7;19,3;1;1980;11
08/11/1980;24,5;18,4;0;1980;11
09/11/1980;21,2;15;5,7;1980;11
10/11/1980;22,3;13,1;0;1980;11
11/11/1980;27,5;15,6;0;1980;11
12/11/1980;29,7;14;0;1980;11
13/11/1980;31;17,2;0;1980;11
14/11/1980;31,7;18,5;0;1980;11
15/11/1980;32,5;18,5;0;1980;11
16/11/1980;34,9;17,1;0;1980;11
17/11/1980;34,4;19,9;0;1980;11
18/11/1980;33,4;20,6;0;1980;11
19/11/1980;27,8;19,6;58,2;1980;11
20/11/1980;30,8;20,6;0;1980;11
21/11/1980;31,5;20,3;0,8;1980;11
22/11/1980;31,5;21,2;1,9;1980;11
23/11/1980;28,5;21,7;9,6;1980;11
24/11/1980;30,4;19,2;2,8;1980;11
25/11/1980;32,4;19,7;0;1980;11
26/11/1980;33,3;19,8;0;1980;11
27/11/1980;34,1;20,7;0;1980;11
28/11/1980;34,2;22;0;1980;11
29/11/1980;24,2;20;22,6;1980;11
30/11/1980;30,4;20,2;0;1980;11
01/12/1980;31,4;19,1;0;1980;12
02/12/1980;32,3;18,8;0;1980;12
03/12/1980;25,6;16,9;22;1980;12
04/12/1980;31,5;18,9;14,1;1980;12
05/12/1980;33,8;19,3;0;1980;12
06/12/1980;34,8;19,1;0;1980;12
07/12/1980;34,8;17,6;0;1980;12
08/12/1980;34,9;19,1;0;1980;12
09/12/1980;35,4;21,3;0;1980;12
10/12/1980;35;20,5;0;1980;12
11/12/1980;31,2;21,9;0;1980;12
12/12/1980;30,1;20,5;22,2;1980;12
13/12/1980;33,3;21,1;0,1;1980;12
14/12/1980;33,9;21,7;0;1980;12
15/12/1980;33,5;18,7;0;1980;12
16/12/1980;35;17,7;0;1980;12
17/12/1980;35,5;17,9;0;1980;12
18/12/1980;34;18;0;1980;12
19/12/1980;26,8;20,7;34;1980;12
20/12/1980;25,7;21,9;5,5;1980;12
21/12/1980;23,9;19,3;65,2;1980;12
22/12/1980;25,8;19,8;0,3;1980;12
23/12/1980;27,7;20,9;10,8;1980;12
24/12/1980;29,3;18,9;0,4;1980;12
25/12/1980;30,7;19,2;0;1980;12
26/12/1980;30;21,7;1;1980;12
27/12/1980;29,1;21,2;5,5;1980;12
28/12/1980;33,3;21,7;15,4;1980;12
29/12/1980;34,3;21,9;0;1980;12
30/12/1980;35,3;22,3;0;1980;12
31/12/1980;34,5;22,2;0,2;1980;12
01/01/1981;33;21,7;29,6;1981;1
02/01/1981;32,2;20,5;4,4;1981;1
03/01/1981;33,9;20,1;0;1981;1
04/01/1981;30,5;22,3;0,1;1981;1
05/01/1981;30,9;22,3;10,7;1981;1
06/01/1981;33,2;22,4;0;1981;1
07/01/1981;33;23,1;0;1981;1
08/01/1981;31,1;22;0,5;1981;1
09/01/1981;28,6;20,9;37,5;1981;1
10/01/1981;31,7;19,7;4,6;1981;1
11/01/1981;27,4;20,9;31,5;1981;1
12/01/1981;28,2;21,1;39,8;1981;1
13/01/1981;29,1;21,2;2,4;1981;1
14/01/1981;31,9;20,3;6;1981;1
15/01/1981;32,7;20,5;0;1981;1
16/01/1981;32,3;22,9;0;1981;1
17/01/1981;32,4;22,4;0;1981;1
18/01/1981;30,2;21,7;4,9;1981;1
19/01/1981;31,9;21,4;36,4;1981;1
20/01/1981;32;21,9;0;1981;1
21/01/1981;26,9;20,9;14;1981;1
22/01/1981;29,3;20,4;0;1981;1
23/01/1981;30;21,9;7,1;1981;1
24/01/1981;31;21,8;0;1981;1
25/01/1981;29,7;22,6;0;1981;1
26/01/1981;30,4;22,2;0,3;1981;1
27/01/1981;29,3;21,5;2,2;1981;1
28/01/1981;31,3;21,1;25,7;1981;1
29/01/1981;32,2;19,5;0;1981;1
30/01/1981;33,6;21,7;0;1981;1
31/01/1981;33,5;22,4;0;1981;1
01/02/1981;32,4;21,5;16,4;1981;2
02/02/1981;31,6;21,9;25;1981;2
03/02/1981;33;22,9;0,2;1981;2
04/02/1981;34;21,8;0;1981;2
05/02/1981;33,1;21,3;0,1;1981;2
06/02/1981;33,4;20,4;0,3;1981;2
07/02/1981;32,1;20,8;0,7;1981;2
08/02/1981;33,3;21,1;0;1981;2
09/02/1981;33,9;21,5;0;1981;2
10/02/1981;34,2;20,2;1,4;1981;2
11/02/1981;32,6;21;0;1981;2
12/02/1981;31,8;21,4;0;1981;2
13/02/1981;29,6;22,6;8,4;1981;2
14/02/1981;30,7;19,9;3,6;1981;2
15/02/1981;33,2;18,4;0;1981;2
16/02/1981;33,9;20,5;0,7;1981;2
17/02/1981;34,7;20,9;0;1981;2
18/02/1981;34,3;19,9;0;1981;2
19/02/1981;34,5;20;0;1981;2
20/02/1981;26,5;19,8;32,8;1981;2
21/02/1981;25,9;20,7;0;1981;2
22/02/1981;27,7;18,8;1,5;1981;2
23/02/1981;25,3;19,5;0,3;1981;2
24/02/1981;31,1;18,9;1,2;1981;2
25/02/1981;28,4;20,7;2,8;1981;2
26/02/1981;31,6;20;3;1981;2
27/02/1981;34,1;20,6;0;1981;2
28/02/1981;33,2;20,8;0;1981;2
01/03/1981;34,9;20,2;5,6;1981;3
02/03/1981;34,3;21,6;0;1981;3
03/03/1981;35,2;23;0;1981;3
04/03/1981;32,1;20,8;9;1981;3
05/03/1981;30,2;21,2;26,1;1981;3
06/03/1981;31,7;21,2;0,1;1981;3
07/03/1981;30,2;20,7;2;1981;3
08/03/1981;30,6;20,7;0;1981;3
09/03/1981;33,4;20,7;1,5;1981;3
10/03/1981;34,6;19,9;0;1981;3
11/03/1981;34,8;17,7;0;1981;3
12/03/1981;34,3;16,4;0;1981;3
13/03/1981;34,8;19,6;0;1981;3
14/03/1981;34,6;18,6;0;1981;3
15/03/1981;32,7;19,9;11;1981;3
16/03/1981;29,8;20,3;0;1981;3
17/03/1981;29,5;18,5;6,2;1981;3
18/03/1981;31,1;17,6;0;1981;3
19/03/1981;31,5;19,4;0;1981;3
20/03/1981;32,3;19,5;0;1981;3
21/03/1981;30,5;16,4;0;1981;3
22/03/1981;31,3;14,7;0;1981;3
23/03/1981;31;17,7;0;1981;3
24/03/1981;31,9;17,4;0;1981;3
25/03/1981;32,3;17,1;0;1981;3
26/03/1981;32,1;18;0;1981;3
27/03/1981;31,1;20,2;0;1981;3
28/03/1981;29,4;19,2;0;1981;3
29/03/1981;32,6;17,8;0;1981;3
30/03/1981;31,5;16,7;0;1981;3
31/03/1981;31,1;15,3;0;1981;3
01/04/1981;32,1;14;0;1981;4
02/04/1981;31,9;14,6;0;1981;4
03/04/1981;32;17,2;0;1981;4
04/04/1981;33;15,8;0;1981;4
05/04/1981;33,8;18,3;0;1981;4
06/04/1981;34;18,4;0;1981;4
07/04/1981;34,7;20,1;0;1981;4
08/04/1981;33,5;19,3;0;1981;4
09/04/1981;32,8;18,7;0;1981;4
10/04/1981;31,3;17,6;0;1981;4
11/04/1981;30,6;16,2;0;1981;4
12/04/1981;32,3;15,8;0;1981;4
13/04/1981;31,5;17,8;0;1981;4
14/04/1981;31,9;19;0;1981;4
15/04/1981;26,7;19,2;1,5;1981;4
16/04/1981;27,1;16;0;1981;4
17/04/1981;28,6;18;0;1981;4
18/04/1981;27,4;15,8;0;1981;4
19/04/1981;27,3;12,9;0;1981;4
20/04/1981;30,3;14,1;0;1981;4
21/04/1981;33,3;16,7;0;1981;4
22/04/1981;32,4;17,1;0;1981;4
23/04/1981;33,6;18;0;1981;4
24/04/1981;25,6;19,6;0;1981;4
25/04/1981;29,8;17,4;0,4;1981;4
26/04/1981;32,1;19,2;0;1981;4
27/04/1981;27,9;20,5;10,3;1981;4
28/04/1981;26,1;19,8;30,4;1981;4
29/04/1981;21,8;12,6;0;1981;4
30/04/1981;23,3;8,3;0;1981;4
01/05/1981;25,8;10,3;0;1981;5
02/05/1981;28,4;12,8;0;1981;5
03/05/1981;32,3;17,8;0;1981;5
04/05/1981;33,3;19,7;0;1981;5
05/05/1981;32,7;18,7;0;1981;5
06/05/1981;33;19,7;0;1981;5
07/05/1981;32;17,8;0;1981;5
08/05/1981;32,2;17,5;0;1981;5
09/05/1981;32;15,5;0;1981;5
10/05/1981;32;15,6;0;1981;5
11/05/1981;31,9;14,8;0;1981;5
12/05/1981;31,6;16,2;0;1981;5
13/05/1981;32,7;18,2;0;1981;5
14/05/1981;23,1;18;0;1981;5
15/05/1981;26,4;16,5;1,6;1981;5
16/05/1981;29,2;18,1;0;1981;5
17/05/1981;28,6;16,3;0;1981;5
18/05/1981;29,3;13,7;0;1981;5
19/05/1981;32,2;18;0;1981;5
20/05/1981;26,5;18,1;0;1981;5
21/05/1981;29,6;17,2;0;1981;5
22/05/1981;30,4;17,9;0;1981;5
23/05/1981;29,6;16;0;1981;5
24/05/1981;30,5;16,4;0;1981;5
25/05/1981;30,7;14,7;0;1981;5
26/05/1981;29,7;15;0;1981;5
27/05/1981;25,6;15,4;0;1981;5
28/05/1981;28;15,6;0;1981;5
29/05/1981;27,4;13,4;0;1981;5
30/05/1981;27;13,2;0;1981;5
31/05/1981;29;12;0;1981;5
01/06/1981;30;11,1;0;1981;6
02/06/1981;26,1;14,7;0;1981;6
03/06/1981;22,3;16,5;13,2;1981;6
04/06/1981;19,3;14,7;0;1981;6
05/06/1981;23,1;11,7;0,1;1981;6
06/06/1981;19,8;14,9;41,7;1981;6
07/06/1981;15,9;11,5;15;1981;6
08/06/1981;19,1;10,1;0;1981;6
09/06/1981;21,5;7,5;0;1981;6
10/06/1981;27,4;7,5;0;1981;6
11/06/1981;22;15,2;0;1981;6
12/06/1981;20,7;10,2;0,2;1981;6
13/06/1981;19,9;12,5;20,4;1981;6
14/06/1981;21,3;14,2;4,4;1981;6
15/06/1981;25,3;12,2;0,1;1981;6
16/06/1981;22;14,8;12,8;1981;6
17/06/1981;14,8;5,4;0;1981;6
18/06/1981;14,4;1,9;0;1981;6
19/06/1981;17;1,5;0;1981;6
20/06/1981;20,5;11,1;0;1981;6
21/06/1981;25,5;11,7;0;1981;6
22/06/1981;28,2;13,4;0;1981;6
23/06/1981;24,3;15,2;0,2;1981;6
24/06/1981;23,4;13,7;0,5;1981;6
25/06/1981;29,3;15,4;0;1981;6
26/06/1981;27,9;14;0;1981;6
27/06/1981;28;14,4;0;1981;6
28/06/1981;28,1;12,5;0;1981;6
29/06/1981;28,8;12,4;0;1981;6
30/06/1981;29,3;14,6;0;1981;6
01/07/1981;29,3;14,1;0;1981;7
02/07/1981;23,1;15,8;9,4;1981;7
03/07/1981;18,5;8,5;0;1981;7
04/07/1981;20,5;9,6;0;1981;7
05/07/1981;21,5;9,1;0;1981;7
06/07/1981;26,5;10,7;0;1981;7
07/07/1981;23,6;9,8;0;1981;7
08/07/1981;24,4;9,2;0;1981;7
09/07/1981;25,2;11,9;0;1981;7
10/07/1981;26,9;10,9;0;1981;7
11/07/1981;28,2;14,1;0;1981;7
12/07/1981;29,7;14,2;0;1981;7
13/07/1981;29,4;13,2;0;1981;7
14/07/1981;31,3;13,3;0;1981;7
15/07/1981;32,2;14,5;0;1981;7
16/07/1981;32,2;13,9;0;1981;7
17/07/1981;23,6;8,3;2,2;1981;7
18/07/1981;10,6;6;0;1981;7
19/07/1981;12,7;-1,3;0;1981;7
20/07/1981;13,5;-1,7;0;1981;7
21/07/1981;17,8;-1,1;0;1981;7
22/07/1981;21,1;8,5;0;1981;7
23/07/1981;17,2;10;0;1981;7
24/07/1981;17,7;6;0;1981;7
25/07/1981;20,4;2,5;0;1981;7
26/07/1981;24,1;5,6;0;1981;7
27/07/1981;28,9;9,2;0;1981;7
28/07/1981;29,4;12,3;0;1981;7
29/07/1981;29,5;11;0;1981;7
30/07/1981;31,4;11,5;0;1981;7
31/07/1981;31,7;12,1;0;1981;7
01/08/1981;31,2;14,4;0;1981;8
02/08/1981;32,7;12,5;0;1981;8
03/08/1981;33,7;15,1;0;1981;8
04/08/1981;34,6;14,2;0;1981;8
05/08/1981;34,3;15,7;0;1981;8
06/08/1981;32,9;15,3;0;1981;8
07/08/1981;33,4;18,1;0;1981;8
08/08/1981;25,5;17,5;0,7;1981;8
09/08/1981;20,5;15,4;0;1981;8
10/08/1981;24,3;16,7;0,3;1981;8
11/08/1981;26,8;16;0;1981;8
12/08/1981;32,9;16,8;0;1981;8
13/08/1981;28,1;14,6;0;1981;8
14/08/1981;26,8;12,5;0;1981;8
15/08/1981;29,6;10,1;0;1981;8
16/08/1981;29,9;15,6;0;1981;8
17/08/1981;20,9;13,2;12,9;1981;8
18/08/1981;25,4;10,3;0;1981;8
19/08/1981;27;10,9;0;1981;8
20/08/1981;26,9;10,6;0;1981;8
21/08/1981;26;10,1;0;1981;8
22/08/1981;27,3;12,4;0;1981;8
23/08/1981;30,2;13,2;0;1981;8
24/08/1981;32,2;14,5;0;1981;8
25/08/1981;32,5;16,1;0;1981;8
26/08/1981;35;17,1;0;1981;8
27/08/1981;36;15,4;0;1981;8
28/08/1981;33,7;19,1;0;1981;8
29/08/1981;34,3;17,4;0;1981;8
30/08/1981;29,3;17,4;0;1981;8
31/08/1981;28,4;15,9;0;1981;8
01/09/1981;27,9;14,6;0;1981;9
02/09/1981;29,8;14,4;0;1981;9
03/09/1981;31,6;15,5;0;1981;9
04/09/1981;22,9;12,4;0;1981;9
05/09/1981;25,7;11;0;1981;9
06/09/1981;30,9;12,3;0;1981;9
07/09/1981;32,3;16,2;0;1981;9
08/09/1981;36;18,5;0;1981;9
09/09/1981;32,8;20,8;0;1981;9
10/09/1981;34,9;19,1;0;1981;9
11/09/1981;35,4;21,4;0;1981;9
12/09/1981;36,4;15,1;0;1981;9
13/09/1981;29;17,4;0;1981;9
14/09/1981;17,4;9,2;0;1981;9
15/09/1981;19,6;8;0;1981;9
16/09/1981;24,9;3,6;0;1981;9
17/09/1981;33;7,5;0;1981;9
18/09/1981;35,4;18,4;0;1981;9
19/09/1981;36,8;19;0;1981;9
20/09/1981;36,8;23,5;0;1981;9
21/09/1981;28,3;20,8;0;1981;9
22/09/1981;27,6;17,7;0,3;1981;9
23/09/1981;30;17,2;0;1981;9
